plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date,issue_year,issue_month,issue_day,issue_dayofweek,issue_quarter,is_weekend,total_charges,net_paid,unpaid_balance_ratio,high_fine_flag,county_encoded,state_encoded,license_type_encoded,issuing_agency_encoded,violation_status_encoded
DKB8288,NY,PAS,4965846989,2025-09-23,06:10P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,3,17,8,1,6
23499MM,NY,COM,8926648813,2022-08-08,11:07A,DOUBLE PARKING-MIDTOWN COMML,115.0,0.0,0.0,0.0,115.0,0.0,017,Manhattan,TRAFFIC,HEARING HELD-GUILTY,,2022,8,8,0,3,0,115.0,115.0,0.0,1,2,17,1,6,3
119130A,99,COM,1490135420,2023-05-26,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,5,26,4,2,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,0,1,8,6
HJE7978,NY,PAS,9194109771,2025-04-07,07:21A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,024,Manhattan,TRAFFIC,UNKNOWN,,2025,4,7,0,2,0,65.0,65.0,0.0,1,2,17,8,6,6
T775736C,NY,OMT,4965452070,2025-09-19,09:31P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,6,1,6
LXG8071,NY,PAS,4965452136,2025-09-19,09:33P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
LRK5141,NY,PAS,4939789482,2025-03-11,02:52P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
HKS4398,NY,PAS,4939789470,2025-03-11,02:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,4,17,8,1,6
GTF2947,NY,PAS,4939789860,2025-03-11,03:00P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
KMS4867,NY,PAS,2023768184,2025-04-09,07:45A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,047,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,9,2,2,0,65.0,65.0,0.0,1,0,17,8,0,6
KSG1971,NY,PAS,4939211277,2025-03-06,01:44P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,0,17,8,1,6
KZS6546,NY,PAS,2023784906,2025-04-15,11:58A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,110,Queens,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,3,17,8,0,6
TCU4389,VA,PAS,2023786022,2025-04-10,09:49A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,078,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,10,3,2,0,65.0,65.0,0.0,1,1,24,8,0,6
HGL6795,NY,PAS,4049629872,2025-11-19,11:24A,BUS LANE VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,11,19,2,4,0,50.0,50.0,0.0,0,1,17,8,1,6
MPE1315,PA,PAS,4939211691,2025-03-06,02:23P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,19,8,1,6
HFE5655,NY,PAS,4965847260,2025-09-23,06:33P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,4,17,8,1,6
L24UPN,NJ,PAS,5701189582,2024-11-14,03:06P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,16,8,7,6
KRZ5000,NY,PAS,4965452239,2025-09-19,09:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,4,17,8,1,6
LXV5827,NY,PAS,4965452290,2025-09-19,09:50P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
HHJ5535,NY,PAS,9196202440,2025-04-29,10:22A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,033,Manhattan,TRAFFIC,UNKNOWN,,2025,4,29,1,2,0,115.0,115.0,0.0,1,2,17,8,6,6
KUT5462,NY,PAS,4966012636,2025-09-24,03:15P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
LJE4407,NY,PAS,4941184725,2025-03-23,01:49A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,0,17,8,1,6
KHA2877,NY,PAS,9049221324,2023-04-15,11:28A,REG. STICKER-EXPIRED/MISSING,65.0,60.0,14.11,0.0,139.11,0.0,078,Brooklyn,TRAFFIC,UNKNOWN,2023-08-03,2023,4,15,5,2,1,139.11,139.11,0.0,1,1,17,8,6,6
KJM2211,NY,PAS,4939789950,2025-03-11,03:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
GJT6713,NY,PAS,4939789925,2025-03-11,03:01P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LHX5758,NY,PAS,2023786113,2025-04-10,01:26P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,078,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,10,3,2,0,115.0,115.0,0.0,1,1,17,8,0,6
KJH5392,NY,PAS,4965452215,2025-09-19,09:42P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,1,17,8,1,6
FPZ5054,NY,PAS,5701190250,2024-11-14,03:46P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,3,17,8,7,6
B85RWK,NJ,PAS,5701189995,2024-11-14,03:28P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,50.0,0.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,HEARING HELD-NOT GUILTY,,2024,11,14,3,4,0,50.0,-50.0,0.0,0,5,16,8,7,5
LWE4458,NY,PAS,4965452641,2025-09-19,10:25P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
FJB4435,NY,PAS,4966012806,2025-09-24,03:19P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
EAB8169,NY,PAS,9196202464,2025-04-29,10:30A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,033,Manhattan,TRAFFIC,UNKNOWN,,2025,4,29,1,2,0,115.0,115.0,0.0,1,2,17,8,6,6
MSN0632,PA,PAS,4941185213,2025-03-23,01:59A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,19,8,1,6
HKP8763,NY,PAS,4941185092,2025-03-23,01:56A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,2,17,8,1,6
LCE8074,NY,PAS,9194111224,2025-03-26,10:50A,NO STANDING-EXC. TRUCK LOADING,95.0,10.0,0.0,10.0,95.0,0.0,023,Manhattan,TRAFFIC,UNKNOWN,,2025,3,26,2,1,0,105.0,85.0,0.0,1,2,17,8,6,6
KWR3133,NY,PAS,4939790290,2025-03-11,03:07P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,4,17,8,1,6
AEM1615,NY,PAS,4939790496,2025-03-11,03:13P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
4958422,NH,PAS,1498536815,2025-04-18,11:32A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,,2025,4,18,4,2,0,115.0,115.0,0.0,1,2,15,8,3,6
JAB7240,NY,PAS,1498537443,2025-04-17,05:20P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,,2025,4,17,3,2,0,115.0,115.0,0.0,1,2,17,8,3,6
KZV9251,NY,PAS,5701190353,2024-11-14,03:55P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,3,17,8,7,6
H26LLF,NJ,PAS,9196202798,2025-05-01,05:11P,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,028,Manhattan,TRAFFIC,UNKNOWN,,2025,5,1,3,2,0,115.0,115.0,0.0,1,2,16,8,6,6
LUE5187,NY,PAS,9196206299,2025-05-03,08:16A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,032,Manhattan,TRAFFIC,UNKNOWN,,2025,5,3,5,2,1,65.0,65.0,0.0,1,2,17,8,6,6
LJP5478,NY,PAS,4941185262,2025-03-23,02:03A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,17,8,1,6
570230,NY,PAS,4939791245,2025-03-11,03:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LHH9945,NY,PAS,5802388742,2025-01-15,09:56P,EXPIRED METER-COMM METER ZONE,150.0,0.0,0.0,0.0,201.25599999999994,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2025,1,15,2,1,0,150.0,201.25599999999994,0.0,1,1,17,8,7,6
FZT5083,NY,PAS,2023786370,2025-04-12,07:50A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,078,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,12,5,2,1,65.0,65.0,0.0,1,1,17,8,0,6
LLD1579,NY,PAS,4939212142,2025-03-06,02:39P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
JNB5305,NY,PAS,4941185468,2025-03-23,02:08A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,1,17,8,1,6
KEN5007,NY,PAS,4941185304,2025-03-23,02:04A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,23,6,1,1,50.0,50.0,0.0,0,3,17,8,1,6
KUT4999,NY,PAS,5707329626,2025-11-04,04:26P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,2,17,8,7,6
LLU9288,NY,PAS,4038887182,2024-08-27,12:09P,BUS LANE VIOLATION,50.0,25.0,5.48,0.03,80.45,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,2024-12-05,2024,8,27,1,3,0,80.48,80.42,0.0,0,1,17,8,1,6
KVX7113,NY,PAS,4049629884,2025-11-19,11:28A,BUS LANE VIOLATION,100.0,0.0,0.0,0.0,100.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,11,19,2,4,0,100.0,100.0,0.0,1,3,17,8,1,6
LLB1711,NY,PAS,5701190638,2024-11-14,04:24P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
HCV7103,NY,PAS,5701190742,2024-11-14,04:42P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,1,17,8,7,6
KVT6379,NY,PAS,5701191023,2024-11-14,05:05P,NO STANDING-OFF-STREET LOT,50.0,0.0,0.0,0.0,50.0,0.0,000,UNKNOWN,TRANSIT AUTHORITY,UNKNOWN,,2024,11,14,3,4,0,50.0,50.0,0.0,0,5,17,8,7,6
KYL1797,NY,PAS,4965452902,2025-09-19,10:46P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,3
JEN7654,NY,PAS,4965848068,2025-09-23,07:04P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,3,17,8,1,6
FSD3454,NY,PAS,4965452987,2025-09-19,10:53P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,17,8,1,6
23674MG,NY,COM,9194111546,2025-03-28,07:23A,NO STANDING-EXC. AUTH. VEHICLE,95.0,0.0,0.0,0.0,95.0,0.0,028,Manhattan,TRAFFIC,UNKNOWN,,2025,3,28,4,1,0,95.0,95.0,0.0,1,2,17,1,6,6
CVT3182,NY,PAS,4966012946,2025-09-24,03:21P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,0,17,8,1,6
ERH3018,NY,PAS,4966012892,2025-09-24,03:20P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
KDE3268,NY,PAS,4939791270,2025-03-11,03:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
DWR4984,NY,PAS,4939791257,2025-03-11,03:32P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
LFS9624,NY,PAS,2023788006,2025-04-15,07:55A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,072,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
T123897C,NY,OMT,4939212580,2025-03-06,02:43P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,6,1,6
KPS9100,NY,PAS,4939212830,2025-03-06,02:45P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,3,17,8,1,6
KVV6855,NY,PAS,2023788080,2025-04-15,12:01P,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,072,Brooklyn,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,15,1,2,0,65.0,65.0,0.0,1,1,17,8,0,6
JDZ1906,NY,PAS,2023792046,2025-04-08,09:51A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,043,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,8,1,2,0,65.0,65.0,0.0,1,0,17,8,0,6
4958422,NH,PAS,1498538186,2025-03-15,09:19A,NO STANDING-DAY/TIME LIMITS,115.0,10.0,0.0,0.0,125.0,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,,2025,3,15,5,1,1,125.0,125.0,0.0,1,2,15,8,3,6
HUZ4942,NY,PAS,4939212890,2025-03-06,02:45P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
LNZ7167,NY,PAS,1498537662,2025-04-14,05:40A,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,013,Manhattan,LONG ISLAND RAILROAD,UNKNOWN,,2025,4,14,0,2,0,115.0,115.0,0.0,1,2,17,8,3,6
XMWP39,NJ,PAS,9188798525,2025-03-21,08:09A,NO STANDING-DAY/TIME LIMITS,115.0,30.0,0.0,0.0,145.0,0.0,018,Manhattan,TRAFFIC,UNKNOWN,,2025,3,21,4,1,0,145.0,145.0,0.0,1,2,16,8,6,6
XKRV16,NJ,PAS,9188798562,2025-03-21,12:11P,FAIL TO DISP. MUNI METER RECPT,65.0,30.0,0.0,0.0,95.0,0.0,018,Manhattan,TRAFFIC,UNKNOWN,,2025,3,21,4,1,0,95.0,95.0,0.0,1,2,16,8,6,6
HXZ4720,NY,PAS,4939791816,2025-03-11,03:47P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Bronx,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,0,17,8,1,6
LHV4310,NC,PAS,9196211398,2025-04-05,08:36A,NO PARKING-DAY/TIME LIMITS,60.0,10.0,0.0,0.0,70.0,0.0,044,Bronx,TRAFFIC,UNKNOWN,,2025,4,5,5,2,1,70.0,70.0,0.0,1,0,14,8,6,6
LSH3902,NY,PAS,4966013045,2025-09-24,03:22P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,1,17,8,1,6
CCW6125,NY,PAS,4966013057,2025-09-24,03:23P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,2,17,8,1,6
DDH9626,NY,PAS,4966013033,2025-09-24,03:22P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,24,2,3,0,50.0,50.0,0.0,0,3,17,8,1,6
4389482,NH,PAS,9043101308,2023-03-29,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,3,29,2,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,15,8,8,6
R000532,NJ,PAS,9043101310,2023-03-29,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,3,29,2,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,16,8,8,6
HNX4969,NY,PAS,4939791890,2025-03-11,03:49P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,1,17,8,1,6
JJX7437,NY,PAS,4939791713,2025-03-11,03:44P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
LRA2508,NY,PAS,4939213195,2025-03-06,02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Staten Island,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,4,17,8,1,6
JDZ1906,NY,PAS,2023792587,2025-04-11,09:48A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,043,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,11,4,2,0,65.0,65.0,0.0,1,0,17,8,0,6
UNZ974,SC,PAS,2023816750,2025-04-10,09:37A,NO PARKING-STREET CLEANING,65.0,0.0,0.0,0.0,65.0,0.0,041,Bronx,DEPARTMENT OF SANITATION,UNKNOWN,,2025,4,10,3,2,0,65.0,65.0,0.0,1,0,21,8,0,6
R51VHR,NJ,PAS,5707329766,2025-11-04,05:20P,MTA CAMERA VIOLATION - DOUBLE PARKING,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,TRANSIT AUTHORITY,UNKNOWN,,2025,11,4,1,4,0,50.0,50.0,0.0,0,1,16,8,7,6
GNS9180,NY,PAS,4965848184,2025-09-23,07:08P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,23,1,3,0,75.0,75.0,0.0,0,2,17,8,1,6
LSG5988,PA,PAS,9043101321,2023-03-29,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,3,29,2,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,19,8,8,6
LMD2002,NC,PAS,4965453104,2025-09-19,11:02P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,9,19,4,3,0,50.0,50.0,0.0,0,3,14,8,1,6
GA142J,NJ,PAS,9043101680,2023-03-30,UNKNOWN,UNKNOWN,59.94399185336049,4.760692464358452,1.0263034623217924,1.8407230142566193,63.7833401221996,0.10692464358452139,,UNKNOWN,UNKNOWN,UNKNOWN,,2023,3,30,3,1,0,65.73098778004073,61.94261710794298,0.0016267006962124057,1,5,16,8,8,6
KJW5448,NY,PAS,4939213444,2025-03-06,02:50P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Brooklyn,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,6,3,1,0,50.0,50.0,0.0,0,1,17,8,1,6
TJS3547,VA,PAS,4939791993,2025-03-11,03:51P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,24,8,1,6
HNB5581,NY,PAS,4939792237,2025-03-11,03:55P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,000,Queens,DEPARTMENT OF TRANSPORTATION,UNKNOWN,,2025,3,11,1,1,0,50.0,50.0,0.0,0,3,17,8,1,6
